src,ref,extra_ref,Facebook_FAIR.6862,SID,raw_score,z_score,z_score_norm,raw_score_norm,annotators
"Hammel said at first he thought it was just excitement of catching a lobster, but then he ""realized that he was yelling, 'I got bit!","„Zuerst dachte ich, jemand freut sich, weil er einen Hummer gefangen hat“, sagte Hammel. Aber dann bemerkte ich, dass jemand schrie: „Ich wurde gebissen!“","Hammel sagte, dass er zunächst dachte, es sei die Begeisterung über den Fang eines Hummers, aber dann „realisierte, dass er schrie: Ich wurde gebissen!","Hammel sagte, er habe zunächst gedacht, es sei nur Aufregung, einen Hummer zu fangen, aber dann habe er „gemerkt, dass er geschrien hat: 'Ich wurde gebissen!",47,99.0,0.913059063992981,0.9582270094838542,0.5766972885470859,1
I got bit!',Ich wurde gebissen!,Ich wurde gebissen!',Ich wurde gebissen! „,48,100.0,0.938092013612918,1.0005718595989581,0.6432092305953999,1
"His whole clavicle was ripped open,"" Hammel said he noticed once he got to the boy.","Sein ganzes Schlüsselbein wurde aufgerissen, sagte Hammel, er stellte dies fest als er zu dem Jungen kam.","Seine ganzes Schlüsselbein lag offen“, sagte Hammel, als er den Jungen packte.","Sein ganzes Schlüsselbein war aufgerissen „, sagte Hammel, als er den Jungen erreicht hatte.",49,99.0,0.913059063992981,0.9582270094838542,0.5766972885470859,1
"""I yelled at everyone to get out of the water: 'There's a shark in the water!'"" Hammel added.","Ich schrie alle an, damit sie aus dem Wasser herauskommen: ""Da ist ein Hai im Wasser!"" sagte Hammel.","""„Ich habe jedem zugerufen: ‚Da ist ein Hai im Wasser!‘, damit alle sofort aus dem Wasser kommen“, fügte Hammel hinzu.""","„Ich schrie alle an, aus dem Wasser zu kommen: 'Da ist ein Hai im Wasser!'“, fügte Hammel hinzu.",50,99.0,0.913059063992981,0.9582270094838542,0.5766972885470859,1
The boy was airlifted to Rady Children's Hospital in San Diego where he is listed in critical condition.,"Der Junge wurde ins Rady Children's Hospital in San Diego gebracht, wo sein Zustand als kritisch dokumentiert wurde.","Der Junge wurde auf dem Luftweg zum Rady Children's Hospital in San Diego gebracht, wo er sich in einem lebensgefährlichen Zustand befindet.","Der Junge wurde in das Rady Children 's Hospital in San Diego geflogen, wo er in kritischem Zustand gelistet ist.",51,99.0,0.913059063992981,0.9582270094838542,0.5766972885470859,1
The species of shark responsible for the attack was unknown.,Die für den Angriff verantwortliche Haiart ist unbekannt.,Die für den Angriff verantwortlich Haifischart war unbekannt.,"Die Hai-Art, die für den Angriff verantwortlich ist, war unbekannt.",52,81.0,0.462465970834111,0.1960197074119808,-0.6205176683225666,1
"Lifeguard Capt. Larry Giles said at a media briefing that a shark had been spotted in the area a few weeks earlier, but it was determined not to be a dangerous species of shark.","Rettungsschwimmer Kapitän Larry Giles sagte bei einer Medienbesprechung, dass ein Hai einige Wochen zuvor in der Gegend gesichtet worden war, aber es wurde festgestellt, dass es sich nicht um eine gefährliche Haiart handelt.","Rettungsschwimmer, Kapitän Larry Giles, informierte bei einer Medienkonferenz, dass vor einigen Wochen ein Hai in diesem Gebiet gesichtet wurde, aber es wurde festgestellt, dass es sich nicht um eine gefährliche Spezies handelte.","Rettungsschwimmer-Kapitän Larry Giles sagte bei einem Medienbriefing, dass ein Hai ein paar Wochen zuvor in der Gegend gesichtet worden sei, es sich aber nicht um eine gefährliche Haiart gehandelt habe.",53,99.0,0.913059063992981,0.9582270094838542,0.5766972885470859,1
Giles added the victim sustained traumatic injuries to his upper torso area.,Giles fügte im Oberkörperbereich seines Opfers traumatische Verletzungen hinzu.,"Giles fügte hinzu, das Opfer habe sich furchtbare Verletzungen am Oberkörper zugezogen.","Giles fügte hinzu, das Opfer habe traumatische Verletzungen im Bereich des oberen Oberkörpers erlitten.",54,99.0,0.913059063992981,0.9582270094838542,0.5766972885470859,1
Officials shut down beach access from Ponto Beach in Casablad to Swami's in Ecinitas for 48 hours for investigation and safety purposes.,Beamte schlossen den Zugang zum Strand von Ponto Beach in Casablad zu Swami's in Ecinitas für 48 Stunden aus Sicherheitsgründen.,Beamte riegelten den Zugang zum Strand von Ponto Beach in Casablad nach Swami’s in Encinitas für 48 Stunden zwecks Untersuchung und Sicherung ab.,Beamte sperrten den Zugang zum Strand vom Ponto Beach in Casablad zu Swami 's in Ecinitas für 48 Stunden für Untersuchungen und Sicherheitszwecke.,55,100.0,0.938092013612918,1.0005718595989581,0.6432092305953999,1
"Giles noted that there are more than 135 shark species in the area, but most are not considered dangerous.","Giles stellte fest, dass es mehr als 135 Haiarten in der Gegend gibt, aber die meisten gelten nicht als gefährlich.","Giles merkte an, dass es mehr als 135 Haiarten in dieser Region gibt, die meisten aber nicht als gefährlich eingestuft werden.","Giles wies darauf hin, dass es in dem Gebiet mehr als 135 Hai-Arten gibt, aber die meisten gelten nicht als gefährlich.",56,52.0,-0.26348956814407,-1.03198094592604,-2.5493639877236736,1
Sainsbury's plans push into UK beauty market,"Sainsbury plant, den britischen Beauty-Markt zu erobern",Sainsbury’s plant vorzustoßen in den Markt für Schönheitsprodukte im UK.,Sainsbury 's-Pläne drängen in britischen Beauty-Markt,57,98.0,0.888026114373044,0.9158821593687506,0.5101853464987719,1
"Sainsbury's is taking on Boots, Superdrug and Debenhams with department store-style beauty aisles staffed with specialist assistants.","Sainsbury's übernimmt Boots, Superdrug und Debenhams mit Regalen mit Schönheitsprodukten im Kaufhausstil, die mit Fachassistenten besetzt sind.","Sainsbury’s nimmt es mit Boots, Superdrug und Debenhams auf, mit Schönheitsprodukten in kaufhausartigen Gängen, die mit Fachverkäufern besetzt sind.","Sainsbury 's übernimmt Boots, Superdrug und Debenhams mit Beauty-Gängen im Kaufhaus-Stil, die mit spezialisierten Assistenten besetzt sind.",58,86.0,0.0462147264643621,-0.5080961407270042,-0.2879579580809965,1
"As part of a substantial push into the UK's £2.8bn beauty market, which is continuing to grow while fashion and homeware sales fall back, the larger beauty aisles will be tested out in 11 stores around the country and taken to more stores next year if it proves a success.","Im Rahmen eines umfangreichen Pushs in den britische Schönheitsmarkt in Großbritannien, der weiter wächst und £2.8bn wert ist, werden Mode-und Homeware-Verkäufe zurückfallen. Die größeren 11 Filialen, die das Land getestet und im nächsten Jahr wieder in mehr Läden gebracht hat, um Erfolg zu zeigen.","Als Teil eines groß angelegten Drängens in den Beauty-Markt im Vereinigten Königreich mit einem Marktvolumen von 2,8 Mrd. GBP, der weiterhin wächst, während die Verkäufe von Mode und Haushaltswaren zurückgehen, werden die größeren Beauty-Gänge in 11 Geschäften im ganzen Land getestet und bei erfolgreichem Verlauf im nächsten Jahr auf weitere Geschäfte ausgedehnt.","Als Teil eines beträchtlichen Vorstoßes in den britischen Schönheitsmarkt von 2,8 Milliarden Pfund, der weiter wächst, während die Verkäufe von Mode und Haushaltswaren zurückgehen, werden die größeren Beauty-Gänge in 11 Geschäften im ganzen Land getestet und im nächsten Jahr in weitere Geschäfte gebracht, wenn sie sich als erfolgreich erweisen.",59,88.0,0.180312326720757,-0.2812613941284759,-0.15493407398436843,1
"The investment in beauty comes as supermarkets hunt for ways to use up shelf space once sued for TVs, microwaves and homeware.","Die Idee, in den Beauty-Markt zu investieren, ist daraus entstanden, dass Supermärkte nach Möglichkeiten suchen, den Regalplatz, der früher für Fernseher, Mikrowellen und Haushaltswaren verwendet wurde, für neue Produkte zu nutzen.","Die Investition in Schönheitspflege ist darauf zurückzuführen, dass Supermärkte nach Wegen suchen, um ihre Regalflächen, die einst für Fernsehgeräte, Mikrowellen und Homewear verwendet wurden, voll auszunutzen.","Die Investition in Schönheit kommt zu einem Zeitpunkt, an dem Supermärkte nach Möglichkeiten suchen, Regalflächen zu verbrauchen, die einst für Fernseher, Mikrowellen und Haushaltswaren verklagt wurden.",60,90.0,0.314409926977151,-0.054426647529949176,-0.021910189887740354,1
"Sainsbury's said it would be doubling the size of its beauty offering to up to 3,000 products, including brands such as Revlon, Essie, Tweezerman and Dr. PawPaw for the first time.","Sainsbury teilte mit, dass das Angebot an Beauty-Produkten auf 3000 Produkte verdoppelt werde, indem erstmals auch Marken wie Revlon, Essie, Tweezerman und Dr. PawPaw in das Produktportfolio aufgenommen werden.","Sainsbury's sagte, dass es die Größe seines Kosmetikangebots erstmals auf bis zu 3.000 Produkte verdoppeln würde, einschließlich Marken wie Revlon, Essie, Tweezerman und Dr. PawPaw.","Sainsbury 's kündigte an, die Größe seines Beauty-Angebots auf bis zu 3.000 Produkte zu verdoppeln, darunter erstmals Marken wie Revlon, Essie, Tweezerman und Dr. PawPaw.",61,92.0,0.448507527233546,0.17240809906857926,0.11111369420888771,1
"Existing ranges from L'Oreal, Maybelline and Burt's Bees will also get more space with branded areas similar to those found in shops like Boots.","Auch bestehende Sortimente von L'Oreal, Maybelline und Burt's Bees werden mehr Platz in Markenbereichen erhalten, ähnlich wie sie in Geschäften wie Boots zu finden sind.","Den aktuellen Produktlinien von L'Oreal, Maybelline und Burt's Bees wird ebenfalls mehr Platz eingeräumt. Sie erhalten nach Marken sortierte Bereiche, ähnlich wie bei Boots.","Bestehende Sortimente von L 'Oreal, Maybelline und Burt' s Bees werden ebenfalls mehr Platz mit Markenbereichen bekommen, die denen in Geschäften wie Boots ähneln.",62,90.0,0.314409926977151,-0.054426647529949176,-0.021910189887740354,1
The supermarket is also relaunching its Boutique makeup range so that the majority of products are vegan-friendly - something increasingly demanded by younger shoppers.,"Die Supermarktkette belebt auch ihre hauseigene Makeup-Marke „Boutique“ neu, die zahlreiche bei jungen Käufern beliebte vegane Produkte im Angebot hat.","Der Supermarkt bringt außerdem seine Angebot für Boutique-Makeup neu heraus, sodass die meisten Produkte vegan sind - etwas, was jüngere Kunden immer häufiger fordern.","Außerdem bringt der Supermarkt sein Boutique-Make-up-Sortiment neu auf den Markt, so dass die Mehrzahl der Produkte veganfreundlich ist – was zunehmend von jüngeren Käufern gefordert wird.",63,89.0,0.247361126848954,-0.16784402082921251,-0.08842213193605439,1
"In addition, perfume retailer the Fragrance Shop will be testing out concessions in two Sainsbury's stores, the first of which opened in Croydon, south London, last week while a second opens in Selly Oak, Birmingham, later this year.","Darüber hinaus testet der Parfümhändler Fragrance Shop Konzessionen in zwei Sainsburys Geschäften, von denen das erste letzte Woche in Croydon, Süd-London, eröffnet wurde, während ein zweites Ende dieses Jahres in Selly Oak, Birmingham, eröffnet wird.","Zudem wird der Parfümeriehändler The Fragrance Shop Konzessionen in zwei Sainsbury's Läden testen, wobei der erste Shop letzte Woche in Croydon, im Süden von London, eröffnet wurde und ein zweites Kaufhaus in Selly Oak, Birmingham, zu einem späteren Zeitpunkt dieses Jahr öffnen wird.","Darüber hinaus wird der Parfümhändler The Fragrance Shop Konzessionen in zwei Sainsbury 's-Filialen testen, von denen die erste letzte Woche in Croydon im Süden Londons eröffnet wurde, während eine zweite noch in diesem Jahr in Selly Oak, Birmingham, eröffnet wird.",64,86.0,0.0462147264643621,-0.5080961407270042,-0.2879579580809965,1
Online shopping and a shift towards buying small amounts of food daily at local convenience stores means supermarkets are having to do more to persuade people to visit.,"Online-Shopping und eine Verlagerung hin zum täglichen Einkauf kleiner Mengen Lebensmittel in Nachbarschaftsläden haben zur Folge, dass Supermärkte mehr tun müssen, um die Menschen zum Besuch zu bewegen.","Onlineshopping und ein Übergang zum täglichen Kauf kleiner Mengen Lebensmittel in lokalen Convenience Stores bedeutet, dass Supermärkte mehr tun müssen, um die Leute von einem Besuch zu überzeugen.","Online-Shopping und eine Verlagerung hin zum täglichen Kauf kleiner Mengen an Lebensmitteln in lokalen Convenience Stores bedeutet, dass Supermärkte mehr tun müssen, um die Menschen zum Besuch zu bewegen.",65,92.0,0.448507527233546,0.17240809906857926,0.11111369420888771,1
"Mike Coupe, the chief executive of Sainsbury's, has said the outlets will look increasingly like department stores as the supermarket chain tries to fight back against the discounters Aldi and Lidl with more services and non-food.","Mike Coupe, der Chef von Sainsbury's, hat gesagt, dass die Verkaufsstellen in zunehmendem Maße wie Warenhäuser aussehen werden, da die Supermarktkette versucht Discounter wie Aldi und Lidl mit mehr Dienstleistungen und Non-Food zu bekämpfen.","Mike Coupe, Firmenchef von Sainsbury’s, sagte, die Fabrikläden würden immer mehr wie Kaufhäuser aussehen, denn die Supermarktkette versucht, sich mit mehr Dienstleistungen und Nichtlebensmitteln gegen die Discounter Aldi und Lidl zu wehren.","Mike Coupe, der Chef von Sainsbury 's, sagte, dass die Outlets zunehmend wie Kaufhäuser aussehen werden, während die Supermarktkette versucht, sich mit mehr Dienstleistungen und Non-Food gegen die Discounter Aldi und Lidl zu wehren.",66,92.0,0.448507527233546,0.17240809906857926,0.11111369420888771,1
